BNet_UI,Status,ProbeKit,DNA_Yield,DateExtracted,ID,Family,Subfamily,Tribe,Section,Genus,Species,Subspecies,Tissue,QubitAssayConcentration,QubitStockConcentration,FullName,ValidName,DateSentToRapid,Sequence Successful,ExtractedBy,Contributor,ProjectCode,Type ,DNA_Fragmentation,Notes
BN003183,sequenced,13,good,11/29/2017,KA-17-0577-ABRI,Nymphalidae,Heliconiinae,Acraeini,,Acraea,rileyi,,Legs,0.048,9.6,Acraea rileyi,Acraea rileyi,2/6/2018,,K. Dexter,ABRI,Acra,,,
BN003184,sequenced,13,good,11/29/2017,KA-17-0579-ABRI,Nymphalidae,Heliconiinae,Acraeini,,Acraea,kakana,,Legs,0.0385,7.7,Acraea kakana,Acraea kakana,2/6/2018,,K. Dexter,ABRI,Acra,,,
BN003185,duplicate,NA,low,11/29/2017,KA-17-0583-ABRI,Nymphalidae,Heliconiinae,Acraeini,,Acraea,iturina,,Legs,0.0113,2.26,Acraea iturina,Acraea iturina,--,,K. Dexter,ABRI,Acra,,,
BN003186,unsequenceable,unassigned,bad,--,A-23-KA,Nymphalidae,Limenitidinae,Adoliadini,,Bebearia,innocua,,--,<0.010,,Bebearia innocua,Bebearia innocua,--,--,Kwaku,--,--,,,
BN003187,sequenced,13,low,--,A-9-KA,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,obsoleta,munene,--,0.0123,2.46,Euriphene obsoleta,Euriphene obsoleta,3/5/2018,,Kwaku,--,Adol,,,
BN003188,sequenced,13,good,--,EI-16-D512,Nymphalidae,Limenitidinae,Neptini,,Neptis,hylas,cosama,--,0.0461,9.22,Neptis hylas,Neptis hylas,3/5/2018,,Kwaku,--,Nept,,,
BN003189,unsequenceable,unassigned,bad,--,EU13,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,karschi,,--,<0.010,,Euriphene karschi,Euriphene karschi,--,--,Kwaku,--,--,,,
BN003190,unsequenceable,unassigned,bad,--,EU40,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,atropurpurea,,--,<0.010,,Euriphene atropurpurea,,--,--,Kwaku,--,--,,,
BN003191,unsequenceable,NA,bad,--,EU55,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,incerta,biokensis,--,<0.010,,Euriphene incerta,Euriphene incerta,--,--,Kwaku,--,--,,,
BN003192,duplicate,NA,good,--,FH-16-Y045,Nymphalidae,Limenitidinae,Neptini,,Neptis,sappho,,--,0.15,30,Neptis sappho,Neptis sappho,--,--,Kwaku,--,--,,,6 genes
BN003193,sequenced,13,good,--,FH-16-Y046,Nymphalidae,Limenitidinae,Neptini,,Neptis,hylas,hylas,--,0.103,20.6,Neptis hylas,Neptis hylas,3/12/2018,,Kwaku,--,Nept,,,
BN003194,duplicate,NA,good,--,FH-16-Y047,Nymphalidae,Limenitidinae,Neptini,,Neptis,nata,,--,0.114,22.8,Neptis nata,Neptis nata,--,--,Kwaku,--,--,,,1 gene
BN003195,duplicate,NA,good,--,FH-16-Y050,Nymphalidae,Limenitidinae,Neptini,,Neptis,reducta,,--,0.212,42.4,Neptis reducta,Neptis reducta,--,--,Kwaku,--,--,,,
BN003196,OnGenbank,NA,good,--,FH-16-Y053,Nymphalidae,Limenitidinae,Neptini,,Neptis,taiwanus,,--,0.126,25.2,Neptis taiwanus,Neptis taiwana,,,Kwaku,--,Nept,,,14 genes
BN003197,sequenced,13,low,--,KA1056,Nymphalidae,Limenitidinae,Adoliadini,,Catuna,sikorana,,--,0.0113,2.26,Catuna sikorana,Evena sikorana,3/5/2018,,Kwaku,--,Adol,,,
BN003198,sequenced,13,good,--,KA1064,Nymphalidae,Limenitidinae,Adoliadini,,Bebearia,elpinice,,--,0.546,10.9,Bebearia elpinice,Bebearia elpinice,3/5/2018,,Kwaku,--,Adol,,,
BN003199,sequenced,13,good,--,KA1070,Nymphalidae,Limenitidinae,Adoliadini,,Bebearia,tessmanni,tessmanni,--,0.071,14.2,Bebearia tessmanni,Bebearia tessmanni,3/5/2018,,Kwaku,--,Adol,,,
BN003200,unsequenceable,unassigned,bad,--,KA1073,Nymphalidae,Limenitidinae,Adoliadini,,Pseudargynnis,hegemone,,--,<0.010,,Pseudargynnis hegemone,Pseudargynnis hegemone,--,--,Kwaku,--,--,,,13 genes
BN003201,sequenced,13,low,--,KA1074,Nymphalidae,Limenitidinae,Adoliadini,,Pseudathyma,neptidina,,--,0.0109,2.18,Pseudathyma neptidina,Pseudathyma neptidina,3/5/2018,,Kwaku,--,Adol,,,
BN003202,unsequenceable,NA,bad,--,KA1075,Nymphalidae,Limenitidinae,Adoliadini,,Euptera,ginettae,,--,<0.010,,Euptera ginettae,Euptera ginettae,--,--,Kwaku,--,--,,,
BN003203,unsequenceable,unassigned,bad,--,KA1076,Nymphalidae,Limenitidinae,Adoliadini,,Euptera,semirufa,,--,<0.010,,Euptera semirufa,Euptera semirufa,--,--,Kwaku,--,--,,,
BN003204,unsequenceable,unassigned,bad,--,KA1077,Nymphalidae,Limenitidinae,Adoliadini,,Euptera,debruynei,,--,<0.010,,Euptera debruynei,Euptera debruynei,--,--,Kwaku,--,--,,,
BN003205,sequenced,13,low,--,KA1079,Nymphalidae,Limenitidinae,Adoliadini,,Pseudathyma,callina,,--,0.0162,3.24,Pseudathyma callina,Pseudathyma callina,3/5/2018,,Kwaku,--,Adol,,,
BN003206,unsequenceable,unassigned,bad,--,KA1080,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,butleri,butleri,--,<0.010,,Euriphene butleri,Euriphene butleri,--,--,Kwaku,--,--,,,
BN003207,sequenced,13,low,--,KA1081,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,luteostriata,,--,0.01,2,Euriphene luteostriata,Euriphene luteostriata,3/5/2018,,Kwaku,--,Adol,,,
BN003208,sequenced,13,low,--,KA1083,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,romi,,--,0.0154,3.08,Euriphene romi,Euriphene romi,3/5/2018,,Kwaku,--,Adol,,,
BN003209,unsequenceable,unassigned,bad,--,KA1084,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,adumbrata,,--,<0.010,,Euriphene adumbrata,Euriphene adumbrata,--,--,Kwaku,--,--,,,
BN003210,sequenced,13,good,--,KA1085,Nymphalidae,Limenitidinae,Adoliadini,,Euphaedra,cuprea,,--,0.0229,4.58,Euphaedra cuprea,Euphaedra cuprea,3/5/2018,,Kwaku,--,Adol,,,
BN003211,sequenced,13,low,--,KA1086,Nymphalidae,Limenitidinae,Adoliadini,,Euptera,mirabilis,,--,0.0107,2.14,Euptera mirabilis,Euptera mirifica,3/5/2018,,Kwaku,--,Adol,,,1 gene
BN003212,unsequenceable,unassigned,bad,--,KA1087,Nymphalidae,Limenitidinae,Adoliadini,,Euphaedra,landbecki,,--,<0.010,,Euphaedra landbecki,Euphaedra landbecki,--,--,Kwaku,--,--,,,
BN003213,unsequenceable,unassigned,bad,--,KA1088,Nymphalidae,Limenitidinae,Adoliadini,,Euphaedra,clio,,--,<0.010,,Euphaedra clio,Euphaedra clio,--,--,Kwaku,--,Adol,,,
BN003214,unsequenceable,unassigned,bad,--,KA1089,Nymphalidae,Limenitidinae,Adoliadini,,Euphaedra,ducarmei,,--,<0.010,,Euphaedra ducarmei,Euphaedra ducarmei,--,--,Kwaku,--,--,,,
BN003215,unsequenceable,unassigned,bad,--,KA1093,Nymphalidae,Limenitidinae,Adoliadini,,Euphaedra,symphona,symphona,--,<0.010,,Euphaedra symphona,Euphaedra symphona,--,--,Kwaku,--,--,,,
BN003216,sequenced,13,low,--,KA1094,Nymphalidae,Limenitidinae,Adoliadini,,Euphaedra,aurivillii,,--,0.0115,2.3,Euphaedra aurivillii,Euphaedra aurivillii,3/5/2018,,Kwaku,--,Adol,,,
BN003217,sequenced,13,good,--,KA1096,Nymphalidae,Limenitidinae,Adoliadini,,Euphaedra,rubrocostata,generosa,--,0.0109,2.18,Euphaedra rubrocostata,Euphaedra rubrocostata,3/5/2018,,Kwaku,--,Adol,,,
BN003218,sequenced,450,low,--,KA2021,Nymphalidae,Limenitidinae,Adoliadini,,Aterica,rabena,,--,0.0166,3.32,Aterica rabena,Aterica rabena,3/26/2018,,Kwaku,--,Adol,X,,
BN003219,sequenced,13,low,--,KA2040,Nymphalidae,Limenitidinae,Adoliadini,,Bebearia,paludicola,paludicola,--,0.0201,4.02,Bebearia paludicola,Bebearia paludicola,3/5/2018,,Kwaku,--,Adol,,,
BN003220,sequenced,13,low,--,KA2043,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,obtusangula,,--,0.0201,4.02,Euriphene obtusangula,Euriphene obtusangula,3/5/2018,,Kwaku,--,Adol,,,
BN003221,sequenced,13,good,--,KA2044,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,duseni,canui,--,0.0167,3.34,Euriphene duseni,Euriphene duseni,3/5/2018,,Kwaku,--,Adol,,,
BN003222,sequenced,13,low,--,KA2046,Nymphalidae,Limenitidinae,Adoliadini,,Bebearia,cinaethon,cinaethon,--,0.022,4.4,Bebearia cinaethon,Bebearia cinaethon,3/5/2018,,Kwaku,--,Adol,,,
BN003223,sequenced,13,low,--,KA2048,Nymphalidae,Limenitidinae,Adoliadini,,Euphaedra,adolfifriderici,,--,0.0111,2.22,Euphaedra adolfifriderici,Euphaedra adolfifriderici,3/5/2018,,Kwaku,--,Adol,,,
BN003224,unsequenceable,NA,bad,--,KA357,Nymphalidae,Satyrinae,Ypthimina,,Strabena,mandraka,,--,<0.010,,Strabena mandraka,Strabena mandraka,--,--,Kwaku,--,--,,,
BN003225,unsequenceable,unassigned,bad,--,KA359,Nymphalidae,Satyrinae,Ypthimina,,Strabena,perroti,,--,<0.010,,Strabena perroti,Strabena perroti,--,--,Kwaku,--,--,,,
BN003226,unsequenceable,NA,bad,--,KA360,Nymphalidae,Satyrinae,Ypthimina,,Strabena,perrieri,,--,<0.010,,Strabena perrieri,Strabena perrieri,--,--,Kwaku,--,--,,,
BN003227,unsequenceable,NA,bad,--,KA363,Nymphalidae,Satyrinae,Ypthimina,,Strabena,dyscola,,--,<0.010,,Strabena dyscola,Strabena dyscola,--,--,Kwaku,--,--,,,
BN003228,unsequenceable,unassigned,bad,--,KA371,Nymphalidae,Satyrinae,Ypthimina,,Ypthima,motschulskyi,,--,<0.010,,Ypthima motschulskyi,Ypthima motschulskyi,--,--,Kwaku,--,--,,,1 gene
BN003229,unsequenceable,unassigned,bad,--,KA372,Nymphalidae,Satyrinae,Ypthimina,,Ypthima,fasciata,,--,<0.010,,Ypthima fasciata,Ypthima fasciata,--,--,Kwaku,--,--,,,2 genes
BN003230,unsequenceable,unassigned,bad,--,KA374,Nymphalidae,Satyrinae,Ypthimina,,Ypthima,pandocus,,--,<0.010,,Ypthima pandocus,Ypthima pandocus,--,--,Kwaku,--,--,,,1 gene
BN003231,unsequenceable,unassigned,bad,--,KA4001,Nymphalidae,Satyrinae,Ypthimina,,Ypthima,sempera,,--,<0.010,,Ypthima sempera,Ypthima sempera,--,--,Kwaku,--,--,,,
BN003232,unsequenceable,unassigned,bad,--,KA4002,Nymphalidae,Satyrinae,Ypthimina,,Ypthima,nebulosa,,--,<0.010,,Ypthima nebulosa,Ypthima nebulosa,--,--,Kwaku,--,--,,,1 gene
BN003233,unsequenceable,unassigned,bad,--,KA4005,Nymphalidae,Satyrinae,Ypthimina,,Ypthima,aphnius,,--,<0.010,,Ypthima aphnius,Ypthima aphnius,--,--,Kwaku,--,--,,,
BN003234,unsequenceable,unassigned,bad,--,KA4009,Nymphalidae,Satyrinae,Ypthimina,,Ypthima,kalelonda,,--,<0.010,,Ypthima kalelonda,Ypthima kalelonda,--,--,Kwaku,--,--,,,
BN003235,unsequenceable,unassigned,bad,--,KA4010,Nymphalidae,Satyrinae,Ypthimina,,Ypthima,stellera,,--,<0.010,,Ypthima stellera,Ypthima stellera,--,--,Kwaku,--,--,,,
BN003236,unsequenceable,unassigned,bad,--,KA4025,Nymphalidae,Satyrinae,Ypthimina,,Strabena,germanus,,--,<0.010,,Strabena germanus,Strabena germanus,--,--,Kwaku,--,--,,,
BN003237,unsequenceable,unassigned,bad,--,KA4026,Nymphalidae,Satyrinae,Ypthimina,,Strabena,species_nov,,--,<0.010,,Strabena species_nov,Strabena sp,--,--,Kwaku,--,--,,,
BN003238,unsequenceable,unassigned,bad,--,KA4032,Nymphalidae,Satyrinae,Ypthimina,,Strabena,exocellens,,--,<0.010,,Strabena exocellens,Strabena excellens,--,--,Kwaku,--,--,,,
BN003239,unsequenceable,unassigned,bad,--,KA4055,Nymphalidae,Satyrinae,Ypthimina,,Ypthima,doleta,,--,<0.010,,Ypthima doleta,Ypthima doleta,--,--,Kwaku,--,--,,,1 gene
BN003240,unsequenceable,unassigned,bad,--,KA4069,Nymphalidae,Satyrinae,Ypthimina,,Strabena,modesta,,--,<0.010,,Strabena modesta,Strabena modesta,--,--,Kwaku,--,--,,,
BN003241,sequenced,13,good,--,YI-16-P015,Nymphalidae,Limenitidinae,Limenitidini,,Athyma,zeroca,,--,0.315,63,Athyma zeroca,Athyma zeroca,3/12/2018,,Kwaku,--,Adol,,,4 genes
BN003242,sequenced,13,good,--,KA414,Nymphalidae,Limenitidinae,Adoliadini,,Euptera,crowleyi,,--,0.0243,4.86,Euptera crowleyi,Euptera crowleyi,3/5/2018,,Kwaku,--,Adol,,,
BN003243,sequenced,13,low,--,KA415,Nymphalidae,Limenitidinae,Adoliadini,,Euptera,mirifica,,--,0.0157,3.14,Euptera mirifica,Euptera mirifica,3/5/2018,,Kwaku,--,Adol,,,
BN003244,sequenced,450,good,--,KA417,Nymphalidae,Limenitidinae,Adoliadini,,Pseudathyma,sibyllina,,--,0.0545,10.9,Pseudathyma sibyllina,Pseudathyma sibyllina,3/26/2018,,Kwaku,--,Adol,X,,13 genes
BN003245,sequenced,13,good,--,KA422,Nymphalidae,Limenitidinae,Adoliadini,,Bebearia,liberti,,--,0.03,6,Bebearia liberti,Bebearia liberti,3/5/2018,,Kwaku,--,Adol,,,
BN003246,sequenced,13,good,--,KA424,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,amaranta,,--,0.0286,5.72,Euriphene amaranta,Euriphene amaranta,3/5/2018,,Kwaku,--,Adol,,,
BN003247,sequenced,13,good,--,KA426,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,excelsior,,--,0.0335,6.7,Euriphene excelsior,Euriphene excelsior,3/5/2018,,Kwaku,--,Adol,,,
BN003248,sequenced,13,low,--,KA451,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,incerta,incerta,--,0.0142,2.84,Euriphene incerta,Euriphene incerta,3/5/2018,,Kwaku,--,Adol,,,
BN003249,sequenced,13,good,--,KA458,Nymphalidae,Limenitidinae,Adoliadini,,Euphaedra,jacqueshecqui,,--,0.0235,4.7,Euphaedra jacqueshecqui,Euphaedra jacqueshecqui,3/5/2018,,Kwaku,--,Adol,,,
BN003250,unsequenceable,unassigned,bad,--,KA461,Nymphalidae,Satyrinae,Ypthimina,,Strabena,55,,--,<0.010,,Strabena 55,Strabena sp,--,--,Kwaku,--,--,,,
BN003251,unsequenceable,unassigned,bad,--,KA464,Nymphalidae,Satyrinae,Ypthimina,,Strabena,105,,--,<0.010,,Strabena 105,Strabena sp,--,--,Kwaku,--,--,,,
BN003252,unsequenceable,NA,bad,--,KA467,Nymphalidae,Satyrinae,Ypthimina,,Strabena,andriana,,--,<0.010,,Strabena andriana,Strabena andriana,--,--,Kwaku,--,--,,,
BN003253,unsequenceable,NA,bad,--,KA469,Nymphalidae,Satyrinae,Ypthimina,,Strabena,consobrina,,--,<0.010,,Strabena consobrina,Strabena consobrina,--,--,Kwaku,--,--,,,
BN003254,unsequenceable,unassigned,bad,--,KA472,Nymphalidae,Satyrinae,Ypthimina,,Strabena,eros,,--,<0.010,,Strabena eros,Strabena eros,--,--,Kwaku,--,--,,,
BN003255,unsequenceable,NA,bad,--,KA475,Nymphalidae,Satyrinae,Ypthimina,,Strabena,rakoto,,--,<0.010,,Strabena rakoto,Strabena rakoto,--,--,Kwaku,--,--,,,
BN003256,unsequenceable,unassigned,bad,--,KA483,Nymphalidae,Satyrinae,Ypthimina,,Ypthima,albida,,--,<0.010,,Ypthima albida,Ypthima albida,--,--,Kwaku,--,--,,,
BN003257,unsequenceable,unassigned,bad,--,KA484,Nymphalidae,Satyrinae,Ypthimina,,Ypthimomorpha,itonia,,--,<0.010,,Ypthimomorpha itonia,Ypthimomorpha itonia,--,--,Kwaku,--,--,X,,5 genes
BN003258,unsequenceable,unassigned,bad,--,KA5052,Nymphalidae,Satyrinae,Ypthimina,,Strabena,sufferti,,--,<0.010,,Strabena sufferti,Strabena sufferti,--,--,Kwaku,--,--,,,
BN003259,unsequenceable,unassigned,bad,--,KA5053,Nymphalidae,Satyrinae,Ypthimina,,Strabena,goudoti,,--,<0.010,,Strabena goudoti,Strabena goudotii,--,--,Kwaku,--,--,,,
BN003260,unsequenceable,unassigned,bad,--,KA5055,Nymphalidae,Satyrinae,Ypthimina,,Strabena,91,,--,<0.010,,Strabena 91,Strabena sp,--,--,Kwaku,--,--,,,
BN003261,unsequenceable,unassigned,bad,--,KA5056,Nymphalidae,Satyrinae,Ypthimina,,Strabena,76,,--,<0.010,,Strabena 76,Strabena sp,--,--,Kwaku,--,--,,,
BN003262,unsequenceable,unassigned,bad,--,KA5057,Nymphalidae,Satyrinae,Ypthimina,,Strabena,60,,--,<0.010,,Strabena 60,Strabena sp,--,--,Kwaku,--,--,,,
BN003263,unsequenceable,unassigned,bad,--,KA5059,Nymphalidae,Satyrinae,Ypthimina,,Strabena,41,,--,<0.010,,Strabena 41,Strabena sp,--,--,Kwaku,--,--,,,
BN003264,unsequenceable,unassigned,bad,--,KA5060,Nymphalidae,Satyrinae,Ypthimina,,Strabena,100,,--,<0.010,,Strabena 100,Strabena sp,--,--,Kwaku,--,--,,,
BN003265,unsequenceable,NA,bad,--,KA5064,Nymphalidae,Satyrinae,Ypthimina,,Strabena,impar,,--,<0.010,,Strabena impar,Strabena impar,--,--,Kwaku,--,--,,,
BN003266,unsequenceable,unassigned,bad,--,KA5065,Nymphalidae,Satyrinae,Ypthimina,,Strabena,61,,--,<0.010,,Strabena 61,Strabena sp,--,--,Kwaku,--,--,,,
BN003267,sequenced,13,low,--,KA5066,Nymphalidae,Satyrinae,Ypthimina,,Strabena,92,,--,0.0183,3.66,Strabena 92,Strabena sp,3/5/2018,,Kwaku,--,Ypth,,,
BN003268,unsequenceable,unassigned,bad,--,KA5068,Nymphalidae,Satyrinae,Ypthimina,,Strabena,67,,--,<0.010,,Strabena 67,Strabena sp,--,--,Kwaku,--,--,,,
BN003269,sequenced,13,low,--,KA5071,Nymphalidae,Satyrinae,Ypthimina,,Strabena,mopsus,,--,0.0186,3.72,Strabena mopsus,Strabena mopsus,3/5/2018,,Kwaku,--,Ypth,,,
BN003270,sequenced,13,good,--,KA5080,Nymphalidae,Satyrinae,Ypthimina,,Strabena,consors,,--,0.0377,7.54,Strabena consors,Strabena consors,3/5/2018,,Kwaku,--,Ypth,,,
BN003271,unsequenceable,unassigned,bad,--,KA5087,Nymphalidae,Satyrinae,Ypthimina,,Strabena,perroti,,--,<0.010,,Strabena perroti,Strabena perroti,--,--,Kwaku,--,--,,,
BN003272,unsequenceable,unassigned,bad,--,KA5090,Nymphalidae,Satyrinae,Ypthimina,,Strabena,argyrina,,--,<0.010,,Strabena argyrina,Strabena argyrina,--,--,Kwaku,--,--,,,
BN003273,sequenced,13,low,--,KA868,Nymphalidae,Satyrinae,Ypthimina,,Strabena,tamatavae,,--,0.0113,2.26,Strabena tamatavae,Strabena tamatavae,3/5/2018,,Kwaku,--,Ypth,,,
BN003274,unsequenceable,unassigned,bad,--,UN0289,Nymphalidae,Satyrinae,Ypthimina,,Ypthima,nareda,,--,<0.010,,Ypthima nareda,Ypthima nareda,--,--,Kwaku,--,--,,,
BN003275,OnGenbank,NA,good,--,UN0292,Nymphalidae,Satyrinae,Ypthimina,,Ypthima,baldus,,--,0.0394,7.88,Ypthima baldus,Ypthima baldus,,,Kwaku,--,Ypth,,,6 genes
BN003276,sequenced,13,low,--,UN0387,Nymphalidae,Satyrinae,Ypthimina,,Ypthima,lisandra,,--,0.0184,3.68,Ypthima lisandra,Ypthima lisandra,3/5/2018,,Kwaku,--,Ypth,,,
BN003277,unsequenceable,unassigned,bad,--,YI-16-P014,Nymphalidae,Limenitidinae,Limenitidini,,Athyma,species5,,--,<0.010,,Athyma species5,Athyma sp,--,--,Kwaku,--,--,,,
BN003278,sequenced,13,good,12/13/2017,PH_LEP001,Hesperiidae,Hesperiinae,Taractrocerini,,Potanthus,mingo,,Legs,0.0185,3.7,Potanthus mingo,Potanthus mingo,3/5/2018,,K. Dexter,Ja-aa Badon,Hesp,,,
BN003279,sequenced,13,good,12/13/2017,PH_LEP013,Hesperiidae,Hesperiinae,Aeromachini,,Aeromachus,musca,,Legs,0.0635,12.7,Aeromachus musca,Aeromachus musca,3/5/2018,,K. Dexter,Ja-aa Badon,Hesp,,,
BN003280,sequenced,13,good,12/13/2017,PH_LEP021,Hesperiidae,Hesperiinae,Erionotini,,Xanthoneura,telesinus,,Legs,0.0255,5.1,Xanthoneura telesinus,Xanthoneura telesinus,3/5/2018,,K. Dexter,Ja-aa Badon,Hesp,,,
BN003281,sequenced,13,good,12/13/2017,PH_LEP034,Hesperiidae,Hesperiinae,Taractrocerini,,Oriens,fons,,Legs,0.0327,6.54,Oriens fons,Oriens fons,3/5/2018,,K. Dexter,Ja-aa Badon,Hesp,,,
BN003282,sequenced,13,good,12/13/2017,PH_LEP040,Hesperiidae,Hesperiinae,Erionotini,,Suastus,migreus,,Legs,0.0367,7.34,Suastus migreus,Suastus migreus,3/5/2018,,K. Dexter,Ja-aa Badon,Hesp,,,
BN003283,sequenced,13,good,12/13/2017,KA-17-0552-ABRI,Nymphalidae,Heliconinae,Acraeini,,Acraea,formosa,,Abdomen,0.0816,16.3,Acraea formosa,Acraea formosa,2/6/2018,,K. Dexter,ABRI,Acra,,,
BN003284,sequenced,13,good,12/13/2017,KA-17-0554-ABRI,Nymphalidae,Heliconiinae,Acraeini,,Acraea,kraka,,Abdomen,0.0625,12.5,Acraea kraka,Acraea kraka,2/6/2018,,K. Dexter,ABRI,Acra,,,
BN003285,sequenced,13,good,12/13/2017,KA-17-0557-ABRI,Nymphalidae,Heliconiinae,Acraeini,,Acraea,hova,,Abdomen Legs Thorax,0.127,25.4,Acraea hova,Acraea hova,2/6/2018,,K. Dexter,ABRI,Acra,,,
BN003286,sequenced,13,good,12/13/2017,KA-17-0561-ABRI,Nymphalidae,Heliconiinae,Acraeni,,Acraea,zitja,,Legs,0.0293,5.86,Acraea zitja,Acraea zitja,2/6/2018,,K. Dexter,ABRI,Acra,,,
BN003287,sequenced,13,good,12/13/2017,KA-17-0564-ABRI,Nymphalidae,Heliconiinae,Acraeni,,Acraea,turna,,Legs,0.0694,13.9,Acraea turna,Acraea turna,2/6/2018,,K. Dexter,ABRI,Acra,,,
BN003288,sequenced,13,good,12/13/2017,KA-17-0573-ABRI,Nymphalidae,Heliconiinae,Acraeini,,Acraea,ranavalona,,Legs,0.0244,4.88,Acraea ranavalona,Acraea ranavalona,2/6/2018,,K. Dexter,ABRI,Acra,,,
BN003289,sequenced,13,low,12/13/2017,KA-17-0584-ABRI,Nymphalidae,Heliconinae,Acraeini,,Acraea,iturina,,Legs,0.0174,3.48,Acraea iturina,Acraea iturina,2/6/2018,,K. Dexter,ABRI,Acra,,,
BN003290,sequenced,13,good,12/13/2017,KA-17-0585-ABRI,Nymphalidae,Heliconiinae,Acraeini,,Acraea,machequena,,Legs,0.0285,5.7,Acraea machequena,Acraea machequena,2/6/2018,,K. Dexter,ABRI,Acra,,,
BN003291,sequenced,13,good,12/13/2017,KA-17-0586-ABRI,Nymphalidae,Heliconiinae,Acraeni,,Acraea,vestalis,,Legs,0.0641,12.8,Acraea vestalis,Acraea vestalis,2/6/2018,,K. Dexter,ABRI,Acra,,,
BN003292,unsequenceable,unassigned,bad,12/13/2017,KA-17-0589-ABRI,Nymphalidae,Heliconiinae,Acraeini,,Acraea,lualabe,,Abdomen Legs,<0.010,,Acraea lualabe,Acraea lualabae,--,--,K. Dexter,ABRI,--,,,
BN003293,,13,low,12/13/2017,KA-17-0591-ABRI,Nymphalidae,Heliconiinae,Acraeini,,Acraea,asema,,Abdomen,0.014,2.8,Acraea asema,Acraea asema,--,--,K. Dexter,ABRI,--,,,
BN003294,unsequenceable,unassigned,bad,12/13/2017,KA-17-0595-ABRI,Nymphalidae,Heliconiinae,Acraeini,,Acraea,periphanes,,Legs,<0.010,,Acraea periphanes,Acraea periphanes,--,--,K. Dexter,ABRI,--,,,
BN003295,sequenced,13,good,12/13/2017,KA-17-0597-ABRI,Nymphalidae,Heliconinae,Acraeini,,Acraea,atolmis,,Abdomen Legs,0.0401,8.02,Acraea atolmis,Acraea atolmis,2/6/2018,,K. Dexter,ABRI,Acra,,,
BN003296,unsequenceable,unassigned,bad,12/13/2017,KA-17-0599-ABRI,Nymphalidae,Heliconiinae,Acraeini,,Acraea,orestia,,Legs,<0.010,,Acraea orestia,Acraea orestia,--,--,K. Dexter,ABRI,--,,,
BN003297,duplicate,NA,low,12/13/2017,KA-17-0602-ABRI,Nymphalidae,Heliconiinae,Acraeini,,Acraea,rabbaiae,,Abdomen,0.0142,2.84,Acraea rabbaiae,Acraea rabbaiae,--,--,K. Dexter,ABRI,--,,,
BN003298,sequenced,13,good,12/13/2017,KA-17-0605-ABRI,Nymphalidae,Heliconiinae,Acraeni,,Acraea,schubotzi,,Legs,0.0376,7.52,Acraea schubotzi,Acraea schubotzi,2/6/2018,,K. Dexter,ABRI,Acra,,,
BN003299,sequenced,13,good,12/13/2017,KA-17-0606-ABRI,Nymphalidae,Heliconinae,Acraeini,,Acraea,epitellus,,Legs,0.152,30.4,Acraea epitellus,Acraea epitellus,2/6/2018,,K. Dexter,ABRI,Acra,,,
BN003300,sequenced,13,good,12/13/2017,KA-17-0607-ABRI,Nymphalidae,Heliconiinae,Acraeni,,Acraea,welwitschii,,Abdomen Legs,0.497,147,Acraea welwitschii,Acraea welwitschii,2/6/2018,,K. Dexter,ABRI,Acra,,,
BN003301,sequenced,13,good,12/13/2017,KA-17-0608-ABRI,Nymphalidae,Heliconiinae,Acraeini,,Acraea,paragea,,Abdomen Legs Thorax,0.299,59.8,Acraea paragea,Acraea paragea,2/6/2018,,K. Dexter,ABRI,Acra,,,
BN003302,sequenced,13,good,12/13/2017,CN-16-P008,Nymphalidae,Limenitidinae,Limenitidini,,Athyma,recurva,,Abdomen,0.27,54,Athyma recurva,Limenitis recurva,3/12/2018,,K. Dexter,ABRI,Adol,,,
BN003303,sequenced,450,good,12/13/2017,EB-16-D001,Nymphalidae,Limenitidinae,Limenitidini,,Litinga,cottoni,,Abdomen,0.252,50.4,Litinga cottoni,,3/26/2018,,K. Dexter,ABRI,Adol,X,,
BN003304,sequenced,450,good,12/13/2017,EB-16-D007,Nymphalidae,Limenitidinae,Limenitidini,,Tacola,magindana,pizarrasi,Abdomen,0.346,69.2,Tacola magindana,,3/26/2018,,K. Dexter,ABRI,Adol,,,
BN003305,sequenced,450,good,12/13/2017,EB-16-D014,Nymphalidae,Limenitidinae,Limenitidini,,Parathyma,sulpitia,,Abdomen,0.0506,10.1,Parathyma sulpitia,,3/26/2018,,K. Dexter,ABRI,Adol,X,,
BN003306,sequenced,13,good,12/13/2017,EB-16-D022,Nymphalidae,Limenitidinae,Neptini,,Pantoporia,mysia,mira,Abdomen,0.243,48.6,Pantoporia mysia,Pantoporia mysia,3/12/2018,,K. Dexter,ABRI,Nept,,,
