SamplesSubmitted,SequencesReceived,SequencesProcessed,LociRecoverd,DeliveredTo,DeliveredToDate,RAPiDSampleCode,BNet_UI,DNA_Yield,ProbeKit,Date_Extracted,ID,Family,Subfamily,Tribe,Section,Genus,Species,Subspecies,Tissue,QubitAssayConcentration,QubitStockConcentration,FullName,ValidName,DateSentToRapid,ExtractedBy,Contributor,ProjectCode,Type,RAPIDRowSort,RAPIDColumnSort,RAPIDUniqueClientCode,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WB10,BN001244,good,13,7/1/16,LEP 26607,Lycaenidae,Lycaeninae,,,Lycaena,dorcas,castro,Legs,0.0352,7.04,Lycaena dorcas,Lycaena dorcas,3/5/18,K.Dexter,,,,694,746,LEP26607,,,,,,,
YES,YES,YES,12,,,FMN_456206_P08_WB11,BN003397,good,13,,AS-92-Z319,Lycaenidae,Lycaeninae,,,Lycaena,helloides,,Thorax,--,7.62,Lycaena helloides,Lycaena helloides,3/5/18,Sarah Maunsell,D. L. Miller & D. L. Stern & Arthur Shapiro,Lyca,,695,754,AS92Z319,,,,,,,
YES,YES,YES,0,,,FMN_456206_P08_WB12,BN001095,good,13,9/5/17,LEP 53011,Lycaenidae,Theclinae,Eumaeini,,Laothus,phyadela,,Abdomen,0.0391,7.82,Laothus phyadela,Laothus phydela,3/5/18,K. Dexter,Ana B. B. Morais,,,696,762,LEP53011,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WC01,BN000931,good,13,8/19/16,LEP 26626,Lycaenidae,Theclinae,Eumaeini,,Callophrys,affinis,affinis,Legs,0.0396,7.92,Callophrys affinis,NA,3/5/18,K.Dexter,,,,697,675,LEP26626,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WC02,BN001261,good,13,7/26/17,BN-SZS-00091,Lycaenidae,Polyommatinae,Lycaenesthini,,Neurellipes,mahota,,Legs,0.0408,8.16,Neurellipes mahota,Neurellipes mahota,3/5/18,K. Dexter,Szabolcs Sáfián,,,698,683,BNSZS00091,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WC03,BN001238,good,13,5/20/16,LEP 26526,Lycaenidae,Lycaeninae,,,Lycaena,heteronea,klotsi,Legs,0.0415,8.3,Lycaena heteronea,Lycaena heteronea,3/5/18,K.Dexter,,,,699,691,LEP26526,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WC04,BN002869,good,13,11/13/17,LEP 26258,Lycaenidae,Lycaeninae,,,Lycaena,cupreus,snowi,Legs,0.0445,8.9,Lycaena cupreus,Lycaena cupreus,3/5/18,K. Dexter,,,,700,699,LEP26258,,,,,,,
YES,YES,YES,12,,,FMN_456206_P08_WC05,BN001296,good,13,7/26/17,BN-SZS-00572,Lycaenidae,Poritinae,Pentilini,Pentila,Pentila,picena,,Legs,0.0463,9.26,Pentila picena,Pentila picena,3/5/18,K. Dexter,Szabolcs Sáfián,,,701,707,BNSZS00572,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WC06,BN003416,good,13,,NK-00-P668,Lycaenidae,Lycaeninae,,,Lycaena,splendens,,Thorax,--,10,Lycaena splendens,Phengaris teleius,3/5/18,Sarah Maunsell,Nikolai Kandul,Lyca,,702,715,NK00P668,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WC07,BN001302,good,13,7/26/27,BN-SZS-00614,Lycaenidae,Theclinae,Deudorigini,,Pilodeudorix,otraeda,,Legs,0.0536,10.7,Pilodeudorix otraeda,Pilodeudorix otraeda,3/5/18,K. Dexter,Szabolcs Sáfián,,,703,723,BNSZS00614,,,,,,,
YES,YES,YES,12,,,FMN_456206_P08_WC08,BN001334,good,13,7/1/16,LEP 26614,Lycaenidae,Theclinae,Eumaeini,,Satyrium,semiluna,,,0.0556,11.1,Satyrium semiluna,Satyrium semiluna,3/5/18,K.Dexter,,,,704,731,LEP26614,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WC09,BN002870,good,13,11/13/17,LEP 26235,Lycaenidae,Lycaeninae,,,Lycaena,dione,,Legs,0.0562,11.2,Lycaena dione,Lycaena dione,3/5/18,K. Dexter,,,,705,739,LEP26235,,,,,,,
YES,YES,YES,12,,,FMN_456206_P08_WC10,BN001035,good,13,7/26/17,BN-SZS-00569,Lycaenidae,Poritiinae,Liptenini,Epitolina,Geritola,virginea,,Legs,0.065,13,Geritola virginea,Geritola virginea,3/5/18,K. Dexter,Szabolcs Sáfián,,,706,747,BNSZS00569,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WC11,BN001264,good,13,1/16/17,BN-SZS-00397,Lycaenidae,Polyommatinae,Lycaenesthini,,Neurellipes,scintillula,aurea,Thorax,0.0655,13.1,Neurellipes scintillula,Neurellipes scintillula,3/5/18,K.Dexter,M. Espeland,,,707,755,BNSZS00397,,,,,,,
YES,YES,YES,12,,,FMN_456206_P08_WC12,BN000957,good,13,7/26/17,BN-SZS-00540,Lycaenidae,Poritiinae,Liptenini,Epitolina,Cerautola,hewitsonoides,,Legs,0.0712,14.2,Cerautola hewitsonoides,NA,3/5/18,K. Dexter,Szabolcs Sáfián,,,708,763,BNSZS00540,,,,,,,
YES,YES,YES,12,,,FMN_456206_P08_WD01,BN003518,good,13,2/1/18,LEP 59414,Lycaenidae,Theclinae,Arhopalini,Arhopala,Arhopala,agesilaus,,Abdomen Soak,0.0718,14.4,Arhopala agesilaus,Arhopala agesilaus,3/5/18,K. Dexter,MGCL Dry Collection,Arho,,709,676,LEP59414,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WD02,BN003392,good,13,,AD-00-P096,Lycaenidae,Lycaeninae,,,Lycaena,asabinus,,Thorax,--,14.7,Lycaena asabinus,Lycaena asabinus,3/5/18,Sarah Maunsell,A. V. Dantchenko,Lyca,,710,684,AD00P096,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WD03,BN000920,good,13,12/28/16,MY-2016-045,Lycaenidae,Theclinae,Arhopalini,,Arhopala,bazalus,turbata,Thorax,0.0748,15,Arhopala bazalus,Arhopala bazalus,3/5/18,K.Dexter,Yago,Arho,,711,692,MY2016045,,,,,,,
YES,YES,YES,12,,,FMN_456206_P08_WD04,BN003048,good,13,11/20/17,429/05.09.2017,Lycaenidae,Poritiinae,Liptenini,,Stempfferia,katikae,,Legs,0.0759,15.2,Stempfferia katikae,Stempfferia katikae,3/5/18,K. Dexter,Szabolcs Sáfián,,,712,700,42905092017,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WD05,BN003399,good,13,,AH-00-T086,Lycaenidae,Lycaeninae,,,Lycaena,orus,,Thorax,--,15.5,Lycaena orus,Lycaena orus,3/5/18,Sarah Maunsell,Alan Heath,Lyca,,713,708,AH00T086,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WD06,BN001022,good,13,12/28/16,MY-2016-100,Lycaenidae,Theclinae,Theclini,,Favonius,cognatus,latifasciatus,Thorax,0.0801,16,Favonius cognatus,NA,3/5/18,K.Dexter,Yago,,,714,716,MY2016100,,,,,,,
YES,YES,YES,12,,,FMN_456206_P08_WD07,BN002806,good,13,11/13/17,LEP 26237,Lycaenidae,Theclinae,Eumaeini,,Satyrium,saepium,provo,Legs,0.0866,17.3,Satyrium saepium,Satyrium saepium,3/5/18,K. Dexter,Andy Warren,,,715,724,LEP26237,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WD08,BN003404,good,13,,RE-07-G160,Lycaenidae,Lycaeninae,,,Lycaena,virgaureae,,Thorax,--,17.4,Lycaena virgaureae,Lycaena virgaureae,3/5/18,Sarah Maunsell,Naomi E. Pierce & Rod Eastwood & Roger Vila & Vladimir Lukhtanov,Lyca,,716,732,RE07G160,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WD09,BN000916,good,13,1/16/17,BN-SZS-00164,Lycaenidae,Polyommatinae,Lycaenesthini,,Anthene,princeps,,Thorax,0.897,17.9,Anthene princeps,Anthene princeps,3/5/18,K.Dexter,M. Espeland,,,717,740,BNSZS00164,,,,,,,
YES,YES,YES,12,,,FMN_456206_P08_WD10,BN003050,good,13,11/20/17,444/05.09.2017,Lycaenidae,Poritiinae,Liptenini,,Stempfferia,staudingeri,,Legs,0.0894,17.9,Stempfferia staudingeri,Stempfferia staudingeri,3/5/18,K. Dexter,Szabolcs Sáfián,,,718,748,44405092017,,,,,,,
YES,YES,YES,12,,,FMN_456206_P08_WD11,BN001248,good,13,7/26/17,BN-SZS-00590,Lycaenidae,Poritiinae,Liptenini,Mimacraeina,Mimacraea,landbecki,,Legs,0.0909,18.2,Mimacraea landbecki,Mimacraea landbecki,3/5/18,K. Dexter,Szabolcs Sáfián,,,719,756,BNSZS00590,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WD12,BN003405,good,13,,AS-92-Z279,Lycaenidae,Lycaeninae,,,Lycaena,xanthoides,,Thorax,--,18.7,Lycaena xanthoides,Lycaena xanthoides,3/5/18,Sarah Maunsell,D. L. Miller & D. L. Stern & Arthur Shapiro,Lyca,,720,764,AS92Z279,,,,,,,
YES,YES,YES,12,,,FMN_456206_P08_WE01,BN002807,good,13,11/13/17,LEP 26584,Lycaenidae,Theclinae,Eumaeini,,Satyrium,sylvinus,nootka,Legs,0.096,19.2,Satyrium sylvinus,Satyrium sylvinus,3/5/18,K. Dexter,Andy Warren,,,721,677,LEP26584,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WE02,BN001083,good,13,1/16/17,BN-SZS-00065,Lycaenidae,Theclinae,lolaini,,Iolaus,timon,,Thorax,0.0974,19.5,Iolaus timon,Iolaus timon,3/5/18,K.Dexter,M. Espeland,,,722,685,BNSZS00065,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WE03,BN001312,good,13,12/28/16,MY-2016-043,Lycaenidae,Polyommatinae,Polyommatini,Polyommatina,Plebejus,subsolanus,yaginus,Thorax,0.0973,19.5,Plebejus subsolanus,Plebejus subsolanus,3/5/18,K.Dexter,Yago,,,723,693,MY2016043,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WE04,BN003395,good,13,,NK-00-P605,Lycaenidae,Lycaeninae,,,Lycaena,dispar,,Thorax,--,21.2,Lycaena dispar,Lycaena dispar,3/5/18,Sarah Maunsell,Nikolai Kandul,Lyca,,724,701,NK00P605,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WE05,BN002918,good,13,11/15/17,LEP 53022,Lycaenidae,Theclinae,Eumaeini,,Theritas,deniva,,Thorax,0.106,21.2,Theritas deniva,Theritas deniva,3/5/18,K. Dexter,,,,725,709,LEP53022,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WE06,BN001228,good,13,1/16/17,BN-SZS-00360,Lycaenidae,Poritiinae,Liptenini,Liptenina,Liptena,catalina,,Thorax,0.116,23.2,Liptena catalina,Liptena catalina,3/5/18,K.Dexter,M. Espeland,,,726,717,BNSZS00360,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WE07,BN003411,good,13,,MWT-93-D053,Lycaenidae,Lycaeninae,,,Heliophorus,kiana,,Thorax,--,23.4,Heliophorus kiana,Heliophorus kiana,3/5/18,Sarah Maunsell,Man Wah Tan & Naomi E. Pierce,Lyca,,727,725,MWT93D053,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WE08,BN003401,good,13,,NK-00-P750,Lycaenidae,Lycaeninae,,,Lycaena,solskyi,,Thorax,--,23.4,Lycaena solskyi,Lycaena solskyi,3/5/18,Sarah Maunsell,Nikolai Kandul,Lyca,,728,733,NK00P750,,,,,,,
YES,YES,YES,10,,,FMN_456206_P08_WE09,BN002897,good,13,11/15/17,LEP 53013,Lycaenidae,Theclinae,Eumaeini,,Parrhasius,orgia,,Thorax,0.119,23.8,Parrhasius orgia,Parrhasius orgia,3/5/18,K. Dexter,Ana B. B. Morais,,,729,741,LEP53013,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WE10,BN000973,good,13,7/26/17,BN-SZS-00604,Lycaenidae,Theclinae,Deudorigini,,Deudorix,odana,,Legs,0.0124,24.8,Deudorix odana,Deudorix odana,3/5/18,K. Dexter,Szabolcs Sáfián,,,730,749,BNSZS00604,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WE11,BN003517,good,13,2/1/18,LEP 54913,Lycaenidae,Theclinae,Arhopalini,Arhopala,Arhopala,ocrida,,Abdomen Soak,0.129,25.8,Arhopala ocrida,Arhopala ocrida,3/5/18,K. Dexter,MGCL Dry Collection,Arho,,731,757,LEP54913,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WE12,BN001034,good,13,7/26/17,BN-SZS-00567,Lycaenidae,Poritiinae,Liptenini,Epitolina,Geritola,subargentea,,Legs,0.132,26.4,Geritola subargentea,Epitola subargentea,3/5/18,K. Dexter,Szabolcs Sáfián,,,732,765,BNSZS00567,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WF01,BN000961,good,13,12/28/16,MS-2016-027,Lycaenidae,Theclinae,Theclini,,Chrysozephyrus,hisamatsusanus,,Thorax,0.134,26.8,Chrysozephyrus hisamatsusanus,Chrysozephyrus hisamatsusanus,3/5/18,K.Dexter,Yago,,,733,678,MS2016027,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WF02,BN002994,good,13,11/15/17,LEP 53019,Lycaenidae,Theclinae,Eumaeini,,Ocaria,thales,,Abdomen Soak,0.135,27,Ocaria thales,Ocaria thales,3/5/18,K. Dexter,Ana B. B. Morais,,,734,686,LEP53019,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WF03,BN001018,good,13,7/14/17,LEP 40432,Lycaenidae,Polyommatinae,Polyommatini,Everina,Everes,argiades,,Thorax,0.136,27.2,Everes argiades,NA,3/5/18,K. Dexter,,,,735,694,LEP40432,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WF04,BN003402,good,13,,VL-01-L402,Lycaenidae,Lycaeninae,,,Lycaena,thetis,,Thorax,--,27.4,Lycaena thetis,Lycaena thetis,3/5/18,Sarah Maunsell,Vladimir Lukhtanov,Lyca,,736,702,VL01L402,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WF05,BN003406,good,13,,JI-15-L001,Lycaenidae,Lycaeninae,,,Lycaena,boldenarum,,Thorax,--,28.4,Lycaena boldenarum,Lycaena boldenarum,3/5/18,Sarah Maunsell,Jay Iwasaki,Lyca,,737,710,JI15L001,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WF06,BN003393,good,13,,AD-00-P319,Lycaenidae,Lycaeninae,,,Lycaena,candens,pfeiferi,Thorax,--,28.6,Lycaena candens,Lycaena candens,3/5/18,Sarah Maunsell,A. V. Dantchenko,Lyca,,738,718,AD00P319,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WF07,BN003403,good,13,,RE-07-G161,Lycaenidae,Lycaeninae,,,Lycaena,tityrus,,Thorax,--,30.2,Lycaena tityrus,Lycaena tityrus,3/5/18,Sarah Maunsell,Naomi E. Pierce & Rod Eastwood & Roger Vila & Vladimir Lukhtanov,Lyca,,739,726,RE07G161,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WF08,BN001304,good,13,1/16/17,BN-SZS-00178,Lycaenidae,Theclinae,Deudorigini,,Pilodeudorix,zela,,Thorax,0.157,31.4,Pilodeudorix zela,Pilodeudorix zela,3/5/18,K.Dexter,M. Espeland,,,740,734,BNSZS00178,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WF09,BN001028,good,13,12/28/16,MS-2016-023,Lycaenidae,Theclinae,Theclini,,Favonius,ultramarinus,,Thorax,0.158,31.6,Favonius ultramarinus,NA,3/5/18,K.Dexter,Yago,,,741,742,MS2016023,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WF10,BN001025,good,13,12/28/16,MS-2016-024,Lycaenidae,Theclinae,Theclini,,Favonius,saphirinus,,Thorax,0.168,33.6,Favonius saphirinus,NA,3/5/18,K.Dexter,Yago,,,742,750,MS2016024,,,,,,,
YES,YES,YES,12,,,FMN_456206_P08_WF11,BN002904,good,13,11/15/17,LEP 43447,Lycaenidae,Polyommatinae,Polyommatini,,Uranothauma,cordatus,,Thorax,0.168,33.6,Uranothauma cordatus,Uranothauma cordatus,3/5/18,K. Dexter,,,,743,758,LEP43447,,,,,,,
YES,YES,YES,12,,,FMN_456206_P08_WF12,BN001231,good,13,1/16/17,BN-SZS-00059,Lycaenidae,Poritiinae,Liptenini,Liptenina,Liptena,similis,,Thorax,0.17,34,Liptena similis,Liptena similis,3/5/18,K.Dexter,M. Espeland,,,744,766,BNSZS00059,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WG01,BN001335,good,13,12/7/16,MY-2016-40,Lycaenidae,Theclinae,Eumaeini,,Satyrium,w-album,,Thorax,0.176,35.2,Satyrium w-album,Satyrium w-album,3/5/18,K.Dexter,Yago,,,745,679,MY201640,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WG02,BN001297,good,13,1/16/17,BN-SZS-00384,Lycaenidae,Poritiinae,Pentilini,Pentila,Pentila,tachyroides,,Thorax,0.18,36,Pentila tachyroides,Pentila tachyroides,3/5/18,K.Dexter,M. Espeland,,,746,687,BNSZS00384,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WG03,BN003410,good,13,,KD-95-Z534,Lycaenidae,Theclinae,Luciini,Hypochrysops,Hypochrysops,ignita,,Thorax,--,36.2,Hypochrysops ignita,Hypochrysops ignita,3/5/18,Sarah Maunsell,Kelvyn L. Dunn,Hypo,,747,695,KD95Z534,,,,,,,
YES,YES,YES,7,,,FMN_456206_P08_WG04,BN002896,good,13,11/15/17,LEP 53010,Lycaenidae,Theclinae,Eumaeini,,Calycopis,caulonia,,Thorax,0.183,36.6,Calycopis caulonia,Calycopis caulonia,3/5/18,K. Dexter,Ana B. B. Morais,,,748,703,LEP53010,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WG05,BN002866,good,13,11/13/17,LEP 43565,Lycaenidae,Polyommatinae,Polyommatini,,Leptotes,lacinia,,"Thorax, Abdomen",0.196,39.2,Leptotes lacinia,NA,3/5/18,K. Dexter,,,,749,711,LEP43565,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WG06,BN002899,good,13,11/15/17,LEP 29604,Lycaenidae,Theclinae,Eumaeini,,Strymon,bubastus,,Thorax,0.201,40.2,Strymon bubastus,Strymon bubastus,3/5/18,K. Dexter,,,,750,719,LEP29604,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WG07,BN002832,good,13,11/13/17,LEP 50645,Lycaenidae,Polyommatinae,Lycaenesthini,,Anthene,amarah,,Thorax,0.206,41.2,Anthene amarah,Anthene amarah,3/5/18,K. Dexter,,,,751,727,LEP50645,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WG08,BN001306,good,13,12/28/16,MY-2016-048,Lycaenidae,Polyommatinae,Polyommatini,,Pithecops,fulgens,tsushimanus,Thorax,0.206,41.2,Pithecops fulgens,Pithecops fulgens,3/5/18,K.Dexter,Yago,,,752,735,MY2016048,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WG09,BN003396,good,13,,NGK-02-C417,Lycaenidae,Lycaeninae,,,Lycaena,florus,,Thorax,--,41.4,Lycaena florus,Lycaena florus,3/5/18,Sarah Maunsell,Norbert G. Kondla,Lyca,,753,743,NGK02C417,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WG10,BN002901,good,13,11/15/17,LEP 43855,Lycaenidae,Theclinae,Eumaeini,,Strymon,melinus,,Thorax,0.212,42.4,Strymon melinus,Strymon melinus,3/5/18,K. Dexter,,,,754,751,LEP43855,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WG11,BN002842,good,13,11/13/17,LEP 46345,Lycaenidae,Theclinae,Eumaeini,,Callophrys,augustinus,,Thorax,0.214,42.8,Callophrys augustinus,Callophrys augustinus,3/5/18,K. Dexter,,,,755,759,LEP46345,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WG12,BN001089,good,13,12/7/16,MY-2016-41,Lycaenidae,Theclinae,Theclini,,Japonica,onoi,onoi,Thorax,0.214,42.8,Japonica onoi,Japonica onoi,3/5/18,K.Dexter,Yago,,,756,767,MY201641,,,,,,,
YES,YES,YES,12,,,FMN_456206_P08_WH01,BN001325,good,13,9/5/17,LEP 53014,Lycaenidae,Theclinae,Eumaeini,,Rekoa,malina,,Abdomen,0.214,42.8,Rekoa malina,Rekoa malina,3/5/18,K. Dexter,Ana B. B. Morais,,,757,680,LEP53014,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WH02,BN000986,good,13,7/26/17,BN-SZS-00615,Lycaenidae,Poritiinae,Liptenini,Epitolina,Epitolina,catori,larseni?,Legs,0.216,43.2,Epitolina catori,Epitolina catori,3/5/18,K. Dexter,Szabolcs Sáfián,,,758,688,BNSZS00615,,,,,,,
YES,YES,YES,12,,,FMN_456206_P08_WH03,BN001082,good,13,1/16/17,BN-SZS-00316,Lycaenidae,Theclinae,lolaini,,Iolaus,nasisii,,Thorax,0.22,44,Iolaus nasisii,Iolaus nasisii,3/5/18,K.Dexter,M. Espeland,,,759,696,BNSZS00316,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WH04,BN000960,good,13,12/28/16,MS-2016-002,Lycaenidae,Theclinae,Theclini,,Chrysozephyrus,brillantinus,,Thorax,0.224,44.8,Chrysozephyrus brillantinus,Chrysozephyrus brillantina,3/5/18,K.Dexter,Yago,,,760,704,MS2016002,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WH05,BN003398,good,13,,AD-00-P089,Lycaenidae,Lycaeninae,,,Lycaena,kefersteinii,,Thorax,--,45,Lycaena kefersteinii,Lycaena kefersteinii,3/5/18,Sarah Maunsell,A. V. Dantchenko,Lyca,,761,712,AD00P089,,,,,,,
YES,YES,YES,12,,,FMN_456206_P08_WH06,BN001331,good,13,12/7/16,MY-2016-38,Lycaenidae,Theclinae,Eumaeini,,Satyrium,mera,,Thorax,0.228,45.6,Satyrium mera,Satyrium mera,3/5/18,K.Dexter,Yago,,,762,720,MY201638,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WH07,BN002884,good,13,11/13/17,LEP 35857,Lycaenidae,Polyommatinae,Polyommatini,,Plebejus,pheretiades,sveta,"Thorax, Abdomen",0.236,47.2,Plebejus pheretiades,NA,3/5/18,K. Dexter,,,,763,728,LEP35857,,,,,,,
YES,YES,YES,12,,,FMN_456206_P08_WH08,BN001330,good,13,12/7/16,MY-2016-37,Lycaenidae,Theclinae,Eumaeini,,Satyrium,iyonis,kiiensis,Thorax,0.24,48,Satyrium iyonis,NA,3/5/18,K.Dexter,Yago,,,764,736,MY201637,,,,,,,
YES,YES,YES,12,,,FMN_456206_P08_WH09,BN001232,good,13,1/16/17,BN-SZS-00267,Lycaenidae,Poritiinae,Liptenini,Liptenina,Liptena,turbata,,Thorax,0.241,48.2,Liptena turbata,Liptena turbata,3/5/18,K.Dexter,M. Espeland,,,765,744,BNSZS00267,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WH10,BN001230,good,13,1/16/17,BN-SZS-00188,Lycaenidae,Poritiinae,Liptenini,Liptenina,Liptena,helena,,Thorax,0.249,49.8,Liptena helena,Liptena helena,3/5/18,K.Dexter,M. Espeland,,,766,752,BNSZS00188,,,,,,,
YES,YES,YES,12,,,FMN_456206_P08_WH11,BN003407,good,13,,DI-17-J044,Lycaenidae,Lycaeninae,,,Heliophorus,androcles,coruscans,Abdomen,--,51,Heliophorus androcles,Heliophorus androcles,3/5/18,Sarah Maunsell,,Lyca,,767,760,DI17J044,,,,,,,
YES,YES,YES,13,,,FMN_456206_P08_WH12,BN003391,good,13,,RE-07-G257,Lycaenidae,Lycaeninae,,,Lycaena,alciphron,,Thorax,--,51.4,Lycaena alciphron,Lycaena alciphron,3/5/18,Sarah Maunsell,Rod Eastwood & Roger Vila,Lyca,,768,768,RE07G257,,,,,,,
YES,YES,YES,13,,,FMN_456206_P09_WA01,BN001252,good,13,7/14/17,LEP 36052,Lycaenidae,Theclinae,Arhopalini,,Narathura,japonica,,Thorax,0.275,55,Narathura japonica,NA,3/5/18,K. Dexter,,,,769,769,LEP36052,,,,,,,
YES,YES,YES,13,,,FMN_456206_P09_WA02,BN002835,good,13,11/13/17,LEP 53218,Lycaenidae,Theclinae,Eumaeini,,Arawacus,meliboeus,,Thorax,0.29,58,Arawacus meliboeus,Arawacus meliboeus,3/5/18,K. Dexter,,,,770,777,LEP53218,,,,,,,
YES,YES,YES,12,,,FMN_456206_P09_WA03,BN000985,good,13,7/26/17,BN-SZS-00538,Lycaenidae,Poritiinae,Liptenini,Epitolina,Epitola,uranoides,,Legs,0.29,58,Epitola uranoides,Epitola uranoides,3/5/18,K. Dexter,Szabolcs Sáfián,,,771,785,BNSZS00538,,,,,,,
YES,YES,YES,13,,,FMN_456206_P09_WA04,BN002881,good,13,11/13/17,LEP 43611,Lycaenidae,Polyommatinae,Polyommatini,,Plebejus,acmon,,Thorax,0.296,59.2,Plebejus acmon,NA,3/5/18,K. Dexter,,,,772,793,LEP43611,,,,,,,
YES,YES,YES,13,,,FMN_456206_P09_WA05,BN002867,good,13,11/13/17,LEP 35435,Lycaenidae,Polyommatinae,Polyommatini,,Leptotes,marginalis,,"Thorax, Abdomen",0.303,60.6,Leptotes marginalis,Leptotes marginalis,3/5/18,K. Dexter,,,,773,801,LEP35435,,,,,,,
YES,YES,YES,13,,,FMN_456206_P09_WA06,BN003520,good,13,2/1/18,LEP 54916,Lycaenidae,Theclinae,Arhopalini,Arhopala,Arhopala,matsutaroi,,Abdomen Soak,0.305,61,Arhopala matsutaroi,Arhopala matsutaroi,3/5/18,K. Dexter,MGCL Dry Collection,Arho,,774,809,LEP54916,,,,,,,
YES,YES,YES,13,,,FMN_456206_P09_WA07,BN003400,good,13,,JI-15-L008,Lycaenidae,Lycaeninae,,,Lycaena,salustius,,Thorax,--,62.4,Lycaena salustius,Lycaena salustius,3/5/18,Sarah Maunsell,Jay Iwasaki,Lyca,,775,817,JI15L008,,,,,,,
YES,YES,YES,13,,,FMN_456206_P09_WA08,BN000921,good,13,12/28/16,MY-2016-046,Lycaenidae,Theclinae,Arhopalini,,Arhopala,ganesa,loomisi,Thorax,0.316,63.2,Arhopala ganesa,Arhopala ganesa,3/5/18,K.Dexter,Yago,Arho,,776,825,MY2016046,,,,,,,
YES,YES,YES,13,,,FMN_456206_P09_WA09,BN003040,good,13,11/20/17,BN-SZS-00187,Lycaenidae,Poritiinae,Liptenini,,Falcuna,leonensis,,Thorax,0.34,68,Falcuna leonensis,Falcuna leonensis,3/5/18,K. Dexter,Szabolcs Sáfián,,,777,833,BNSZS00187,,,,,,,
YES,YES,YES,13,,,FMN_456206_P09_WA10,BN003521,good,13,2/1/18,LEP 54917,Lycaenidae,Theclinae,Arhopalini,Arhopala,Arhopala,pseudovihara,,Abdomen Soak,0.342,68.4,Arhopala pseudovihara,Arhopala pseudovihara,3/5/18,K. Dexter,MGCL Dry Collection,Arho,,778,841,LEP54917,,,,,,,
YES,YES,YES,13,,,FMN_456206_P09_WA11,BN003038,good,13,11/20/17,BN-SZS-00163,Lycaenidae,Poritiinae,Liptenini,Mimacraeina,Mimacraea,neurata,,Thorax,0.344,68.8,Mimacraea neurata,Mimacraea neurata,3/5/18,K. Dexter,Szabolcs Sáfián,,,779,849,BNSZS00163,,,,,,,
YES,YES,YES,13,,,FMN_456206_P09_WA12,BN002838,good,13,11/13/17,LEP 50397,Lycaenidae,Polyommatinae,Polyommatini,,Azanus,jesous,,Thorax,0.349,69.8,Azanus jesous,Azanus jesous,3/5/18,K. Dexter,,,,780,857,LEP50397,,,,,,,
